Year,District,SUGARCANE YIELD (Kg per ha),Apr_ET Mean,Apr_EVI Mean,Apr_Fpar Mean,Apr_Gpp Mean,Apr_Lai Mean,Apr_NDVI Mean,Aug_ET Mean,Aug_EVI Mean,Aug_Fpar Mean,Aug_Gpp Mean,Aug_Lai Mean,Aug_NDVI Mean,Dec_ET Mean,Dec_EVI Mean,Dec_Fpar Mean,Dec_Gpp Mean,Dec_Lai Mean,Dec_NDVI Mean,Feb_ET Mean,Feb_EVI Mean,Feb_Fpar Mean,Feb_Gpp Mean,Feb_Lai Mean,Feb_NDVI Mean,Jan_ET Mean,Jan_EVI Mean,Jan_Fpar Mean,Jan_Gpp Mean,Jan_Lai Mean,Jan_NDVI Mean,Jul_ET Mean,Jul_EVI Mean,Jul_Fpar Mean,Jul_Gpp Mean,Jul_Lai Mean,Jul_NDVI Mean,Jun_ET Mean,Jun_EVI Mean,Jun_Fpar Mean,Jun_Gpp Mean,Jun_Lai Mean,Jun_NDVI Mean,Mar_ET Mean,Mar_EVI Mean,Mar_Fpar Mean,Mar_Gpp Mean,Mar_Lai Mean,Mar_NDVI Mean,May_ET Mean,May_EVI Mean,May_Fpar Mean,May_Gpp Mean,May_Lai Mean,May_NDVI Mean,Nov_ET Mean,Nov_EVI Mean,Nov_Fpar Mean,Nov_Gpp Mean,Nov_Lai Mean,Nov_NDVI Mean,Oct_ET Mean,Oct_EVI Mean,Oct_Fpar Mean,Oct_Gpp Mean,Oct_Lai Mean,Oct_NDVI Mean,Sep_ET Mean,Sep_EVI Mean,Sep_Fpar Mean,Sep_Gpp Mean,Sep_Lai Mean,Sep_NDVI Mean
2006,BULANDSHAHR,5949.4,0.314569667,0.18797255,0.210574367,0.000890733,0.4019652,0.2984438,23.49428233,0.4795689,0.517429575,0.0352123,1.408006825,0.6296335,3.219620025,0.2550718,0.374827975,0.011040825,0.538160125,0.4364989,11.52516428,0.4119742,0.59599825,0.01671135,1.37693785,0.62960645,5.68736765,0.30970835,0.47619845,0.015698875,0.74517675,0.51606705,19.4013659,0.42850155,0.413494025,0.025002975,1.0680427,0.59522475,2.9809458,0.32927865,0.335639125,0.004337,0.775401575,0.44610825,8.442332375,0.3747022,0.471179725,0.01609885,1.087609525,0.57058425,0.089510825,0.22111655,0.204204025,0.0001748,0.40967085,0.3098906,3.486984375,0.24525635,0.33827695,0.01122755,0.5694421,0.4053167,6.398016567,0.3068335,0.422127,0.013760367,0.819386267,0.4762133,17.23822403,0.37398035,0.536644425,0.029271625,1.3417833,0.543509
2007,BULANDSHAHR,6066.43,0.3722621,0.1966146,0.224207633,0.0008906,0.4358137,0.31251835,14.63236035,0.43399825,0.4602414,0.02126555,1.187824,0.5656653,1.704952575,0.19861425,0.28769165,0.007854075,0.35102975,0.36466125,13.05713525,0.4563664,0.622993725,0.02796835,1.550547575,0.66224415,5.68600785,0.3468651,0.500857425,0.014985825,0.843273925,0.5585859,10.10995985,0.4287732,0.3880123,0.01336625,0.932040925,0.56069855,2.79139845,0.32545125,0.298499625,0.00318105,0.6705205,0.46812005,11.4475085,0.4037637,0.517891675,0.0220355,1.304414075,0.5856119,0.009305775,0.2013037,0.210378275,0.0,0.432129175,0.28961605,2.3120026,0.2270504,0.290120325,0.007749,0.464332875,0.3853783,4.454843033,0.2978713,0.4136643,0.0082817,0.786225367,0.4492008,11.50577088,0.3997546,0.523447325,0.01542755,1.308371875,0.57055465
2008,BULANDSHAHR,5565.75,0.89843485,0.23055355,0.24073955,0.00187075,0.487455875,0.35129265,22.12941715,0.40886935,0.472707625,0.0311828,1.27429425,0.57687975,2.1629198,0.22355845,0.2916076,0.00923365,0.369653525,0.3989143,8.592895175,0.36119835,0.492599625,0.0179547,1.012282475,0.56676275,4.31925195,0.2648628,0.3592892,0.01268205,0.515175525,0.46723705,13.64849873,0.40571945,0.386113575,0.0185264,0.9784452,0.5744591,5.561765325,0.3639389,0.288629725,0.0077805,0.65645535,0.48552435,6.9443067,0.3583756,0.5076906,0.0089466,1.146790575,0.55467785,1.5301594,0.2109297,0.201923233,0.0021459,0.4201529,0.3205188,3.4930985,0.2223387,0.297467533,0.0107749,0.453573433,0.3939136,5.94518435,0.2776895,0.38639555,0.01428175,0.74096345,0.4284019,18.30415855,0.38230825,0.52833355,0.030873025,1.3197965,0.55597325
2009,BULANDSHAHR,5664.37,0.6917478,0.1977127,0.219174367,0.002015733,0.426419667,0.2971875,12.83783768,0.4537285,0.473044075,0.017860175,1.2169582,0.60991645,2.137137975,0.21625495,0.334282825,0.008796325,0.434544575,0.37769935,12.67330555,0.4608376,0.62714,0.0218764,1.53020655,0.67718165,6.49171025,0.3337283,0.490611475,0.0176127,0.8213008,0.55466485,5.087335725,0.3457035,0.340928575,0.007157275,0.78638205,0.4827185,0.0362284,0.249312,0.23436285,0.0,0.4759537,0.33139045,7.697129775,0.3608587,0.46409165,0.01158885,1.05978495,0.54672885,0.031104,0.19417385,0.196141575,3.88e-05,0.38794415,0.27286505,3.105672,0.2355473,0.305248375,0.009771125,0.514624925,0.3915871,6.851738067,0.3224049,0.443583367,0.013953567,0.899065067,0.4823111,15.39063033,0.43980365,0.55791525,0.021497425,1.48889025,0.6063437
2010,BULANDSHAHR,5689.29,0.0022552,0.16804855,0.185139767,0.0,0.3454977,0.2647185,22.57572403,0.3671644,0.384535325,0.026502925,1.005200475,0.51033715,5.36293505,0.2283634,0.31782885,0.0103848,0.401460225,0.3843154,13.35755355,0.44008205,0.62894515,0.0234477,1.513786775,0.65397095,7.424218175,0.2884392,0.33443265,0.0178213,0.624630375,0.46914315,10.37274278,0.3842663,0.353455675,0.01342095,0.8216035,0.5366376,0.150879175,0.267103,0.24471845,0.00013425,0.500568875,0.37405525,5.66026405,0.3479351,0.468015025,0.007002425,1.079925175,0.539725,0.010584975,0.184243,0.19413665,3e-07,0.376172725,0.25686305,6.688192075,0.24000595,0.321771425,0.012931075,0.52232905,0.3974661,12.166764,0.3096302,0.443385867,0.024621767,0.871637467,0.4791079,22.8973625,0.40126375,0.465305275,0.03494205,1.181309325,0.58826685
2011,BULANDSHAHR,6001.97,1.352291733,0.1921319,0.242860167,0.003256833,0.4809727,0.30958535,25.7689614,0.45973545,0.4776994,0.033523225,1.3332441,0.63108,2.169206325,0.2331437,0.353561975,0.0097806,0.471154775,0.40213835,13.39594488,0.47226715,0.6385845,0.030365925,1.630991425,0.6801082,7.869028375,0.2659719,0.3625269,0.0184979,0.57386835,0.45461135,16.05551688,0.39193535,0.363400725,0.021613325,0.886342475,0.5520105,4.18397875,0.3248931,0.31227245,0.00547865,0.696503125,0.43324825,12.95908828,0.3799443,0.55755385,0.0221612,1.39012075,0.58000275,0.015908675,0.21841475,0.217843475,0.0,0.44736555,0.31216075,3.15209755,0.23446175,0.312754475,0.0106376,0.515496475,0.3854863,6.637746433,0.3242018,0.421348267,0.015802367,0.804865333,0.4840926,21.07801473,0.3840867,0.5298374,0.0347137,1.38998695,0.55729675
2012,BULANDSHAHR,6142.12,0.68165915,0.20060685,0.225875675,0.001730925,0.4459114,0.32108545,19.28494313,0.4723269,0.4736403,0.028063275,1.3388294,0.6594497,2.173497225,0.2389444,0.3184543,0.009341725,0.4323436,0.4196841,9.315986225,0.38840965,0.549654425,0.0212721,1.21018345,0.5949757,6.414586875,0.3477288,0.452199575,0.01767705,0.750289,0.5522748,8.086350075,0.3630121,0.303605225,0.0113203,0.668896,0.50068935,0.058070675,0.24827285,0.258472725,6.78e-06,0.53790005,0.33250965,6.758768875,0.35590735,0.455327925,0.01234155,1.0409239,0.52604995,0.010913033,0.1832013,0.2013659,0.0,0.408781533,0.26904875,2.707759367,0.2286776,0.321672533,0.009623367,0.519161167,0.3970671,5.365891925,0.28405875,0.416315125,0.0111256,0.8136347,0.44414025,17.09470978,0.41974905,0.52872765,0.024493775,1.445251275,0.603052
2013,BULANDSHAHR,6565.13,0.656575,0.1941861,0.238029133,0.001691133,0.4626288,0.29606145,16.97201115,0.4659357,0.47588465,0.021065325,1.330538125,0.62926605,2.85248235,0.27754195,0.39254625,0.010803475,0.5618064,0.4604697,12.54526955,0.4583985,0.6147265,0.02632795,1.516325425,0.65855185,6.970096125,0.2962859,0.409788575,0.0162182,0.66262625,0.5009148,11.31081013,0.37514015,0.3549673,0.014553725,0.887852875,0.52783385,3.082040925,0.3089592,0.31075155,0.004081225,0.687090825,0.4261141,9.610814675,0.37590115,0.4983121,0.01580855,1.16635285,0.57820545,0.052311975,0.2039811,0.22219395,7.75e-05,0.449134525,0.30010355,3.07220735,0.22940945,0.3379516,0.010369475,0.565247025,0.3946722,5.9699988,0.3118276,0.443781967,0.010135133,0.876731967,0.4793273,11.39169203,0.41605055,0.543149775,0.014131,1.427096,0.5889029
2014,BULANDSHAHR,6427.92,1.298752733,0.2029792,0.247676233,0.003035467,0.494076033,0.3189676,8.29758155,0.4448193,0.504379425,0.010321,1.371766225,0.5890753,2.257795425,0.2548679,0.313618575,0.00814695,0.4099066,0.43930435,11.98523973,0.47165235,0.616212875,0.02775075,1.503714425,0.68008075,6.302826125,0.3707587,0.4313291,0.017183075,0.7713297,0.57905915,5.895864275,0.3217497,0.2777087,0.0080615,0.62068475,0.4556496,0.165333725,0.26470225,0.271955175,0.000123825,0.5711837,0.35290925,11.25912633,0.3983502,0.522294975,0.02143925,1.251606225,0.565852,0.236023075,0.21232295,0.2315638,0.0005026,0.469986625,0.3162419,2.308126975,0.21431795,0.2851509,0.00798445,0.44748875,0.36090195,5.1577533,0.3152163,0.433136167,0.0091667,0.846276467,0.4640009,9.15115905,0.4273206,0.533313775,0.008987725,1.377582725,0.5720041
2015,BULANDSHAHR,6715.21,1.473270067,0.19961385,0.231132267,0.004064833,0.450914633,0.31786895,9.12634615,0.4758746,0.497267575,0.0089737,1.33525795,0.6420962,2.731497925,0.2633613,0.418304175,0.010154325,0.6116026,0.44364415,13.8929271,0.5052381,0.651552525,0.0253848,1.682806025,0.68460705,7.0814021,0.4211923,0.48617425,0.018389725,1.010585,0.6174293,8.595946375,0.3692807,0.35373555,0.01136455,0.849937625,0.5134673,0.293862525,0.29598,0.3252613,0.000220325,0.742318675,0.41191415,9.8819847,0.4041494,0.484069425,0.0199792,1.14667195,0.5919003,0.024741425,0.21259275,0.2208758,7.83e-06,0.4539456,0.30703935,3.180612675,0.2273499,0.335696175,0.009040375,0.540207475,0.39117895,4.0193214,0.2776111,0.4040324,0.006868967,0.774683633,0.4274862,4.41394195,0.37772175,0.532494825,0.0041616,1.33125305,0.5428949
2016,BULANDSHAHR,7738.43,0.234938525,0.1796275,0.211550875,0.0005396,0.40832775,0.2878899,18.5421468,0.4656545,0.50670555,0.027721125,1.4508609,0.65219155,2.69954065,0.2469611,0.399061925,0.0104046,0.5767933,0.43476785,10.53138538,0.4321086,0.601670333,0.0180835,1.399555833,0.6298065,8.36137595,0.36661095,0.508573575,0.018293025,0.960242775,0.57166065,9.493759125,0.3995785,0.36426915,0.012442325,0.873186925,0.55969825,0.95840075,0.3348138,0.363162725,0.000786425,0.84153535,0.46072155,6.46145045,0.34398735,0.44264935,0.01063915,0.97858055,0.5226787,0.078212467,0.24510785,0.248347733,9.36e-05,0.516615967,0.3484489,2.361866233,0.2081744,0.310205667,0.008391467,0.496146667,0.3722398,4.066158125,0.25701135,0.391579625,0.00715825,0.74383215,0.4255474,14.24557983,0.3976595,0.568321375,0.019133725,1.5222165,0.56358605
2017,BULANDSHAHR,8406.44,0.2837126,0.18374555,0.2328237,0.000598233,0.452776433,0.28849765,19.50868065,0.49509865,0.511355075,0.02552925,1.50354405,0.6809016,3.432979425,0.2985145,0.417230625,0.0117021,0.618993375,0.48316865,14.5561192,0.4860587,0.65570425,0.026425675,1.734150675,0.6926047,8.7375654,0.4035737,0.605172925,0.02078165,1.270550925,0.62468975,14.26935235,0.39208165,0.3698082,0.0200122,0.912011725,0.52185425,3.414043875,0.33277995,0.36356505,0.004449175,0.8495954,0.45366945,7.27280815,0.3371512,0.482593075,0.013903475,1.107891225,0.5234832,0.069168275,0.23522725,0.246340225,1.14e-05,0.50850725,0.34003035,2.936598,0.2143955,0.297975475,0.010311725,0.476232025,0.37153415,4.8473067,0.2454664,0.3826663,0.010005033,0.7179261,0.3962186,13.6389617,0.37835715,0.554276125,0.018488725,1.464542775,0.56566
2001,ALIGARH,6285.71,0.6858643,0.16475335,0.194300667,0.002322667,0.387813633,0.24618345,12.60744445,0.40885645,0.51267475,0.016017275,1.411283275,0.5448601,1.328034325,0.18577905,0.280832825,0.0069109,0.360450475,0.32380235,15.0653781,0.47839755,0.652524875,0.023406275,1.790416275,0.67008095,7.4043988,0.34097,0.4827292,0.017410075,0.9113215,0.5357411,9.0558778,0.3794178,0.33647335,0.012376375,0.80141255,0.515711,1.22430575,0.23520655,0.155207,0.001771475,0.30420225,0.3272959,10.24601975,0.3909659,0.51865435,0.012203525,1.42701065,0.571413,0.0148238,0.1430847,0.140492025,3.83e-05,0.268549575,0.2008813,1.464607475,0.180851,0.23587835,0.005839975,0.38671455,0.2998148,1.776023267,0.2168254,0.3066365,0.003582967,0.556533367,0.3420232,3.245206725,0.28291965,0.407407525,0.00488515,0.911438825,0.4159282
2002,ALIGARH,6174.2,0.131896767,0.1649818,0.184193233,0.000302033,0.345099267,0.24344315,5.82245065,0.29376275,0.3043103,0.010618875,0.667153975,0.4259056,2.05296645,0.2340123,0.318094725,0.00840115,0.426155175,0.37768185,16.18172475,0.4959964,0.68052245,0.026437725,1.9637789,0.6842844,6.90416405,0.31995575,0.4880181,0.0170153,0.90393925,0.5208182,0.19248205,0.20510685,0.189190075,0.00029095,0.36295175,0.282312,0.321319525,0.19449145,0.1974368,0.000683475,0.390511,0.2650141,7.693295075,0.38838475,0.527417767,0.00916555,1.391488033,0.5621258,0.001382825,0.1529362,0.14945265,0.0,0.277683675,0.21190955,2.52471155,0.2184155,0.298917175,0.0078111,0.51517025,0.36485615,4.727726567,0.2645764,0.406929267,0.0083697,0.785907667,0.4119351,8.261525075,0.35038935,0.44087115,0.011728775,1.060443425,0.51551785
2003,ALIGARH,5695.04,0.0849198,0.18011855,0.204220933,0.0001559,0.392413667,0.2803168,16.86208075,0.3653376,0.401033175,0.025002625,1.00864345,0.5030324,3.15207285,0.21785755,0.2253016,0.00983175,0.314336025,0.34915685,14.78384993,0.49959845,0.66337875,0.028315075,1.801534125,0.67468065,6.8909776,0.2936174,0.36133845,0.016973875,0.70378795,0.4633393,11.36128753,0.30738485,0.252814325,0.016464375,0.54358775,0.43916985,1.018259725,0.1764065,0.1495891,0.002021475,0.281033275,0.24449325,9.735297775,0.40247305,0.49519965,0.0156803,1.2032139,0.56601785,0.00042135,0.14215285,0.14252715,0.0,0.2739636,0.2021688,2.38579975,0.1934808,0.2487266,0.008255075,0.408373425,0.3177655,4.951166033,0.2493981,0.348941233,0.011886033,0.665708967,0.4010464,15.06999323,0.35474685,0.43953565,0.02453975,1.086181475,0.5320088
2004,ALIGARH,5083.73,0.135941125,0.1596631,0.16816825,0.0005007,0.3167581,0.2351613,12.07856455,0.4080093,0.42000425,0.018769425,1.0128146,0.5370389,2.3853388,0.23324835,0.283854,0.0090628,0.3894279,0.3964966,17.2887888,0.49621875,0.7021526,0.027446575,2.071537225,0.69665485,6.539620225,0.40284695,0.42611645,0.0161794,0.837656225,0.5977011,3.66118715,0.24980675,0.20474465,0.0065631,0.410442,0.3411317,0.6825646,0.19095505,0.174496075,0.0013663,0.339143725,0.26515525,5.323135,0.3349893,0.443908425,0.006431425,1.06696875,0.51284355,0.004579333,0.1565762,0.1530549,2.89e-05,0.289829,0.21612945,2.501349833,0.208808,0.281606033,0.008429,0.452280233,0.3487786,5.126196175,0.2651058,0.387477775,0.0120962,0.73948165,0.41135545,9.104151375,0.351511,0.469113325,0.012898625,1.1368206,0.5261074
2005,ALIGARH,5367.69,0.284938633,0.16340885,0.175395233,0.0011165,0.3213525,0.241267,9.9828347,0.39263845,0.43253635,0.015089575,1.027126575,0.52441785,2.079346475,0.23080885,0.341093275,0.008767475,0.471926075,0.3848585,14.445949,0.4882446,0.6472698,0.02526555,1.75262005,0.67171695,7.7428285,0.3514105,0.515482725,0.0187627,1.004845575,0.55532865,13.49622335,0.28271905,0.2586306,0.01745245,0.571951525,0.3920308,0.616280175,0.1914383,0.159976825,0.001106875,0.3045204,0.282947,8.95814575,0.33603685,0.487634875,0.0136257,1.22324525,0.52455075,0.137574225,0.16659595,0.170346825,0.0005031,0.321829925,0.2321659,2.4241106,0.2057781,0.27960975,0.009892225,0.4660709,0.3336546,6.061482167,0.264007,0.383227367,0.0163677,0.730786333,0.4151992,14.39205078,0.32113695,0.478382025,0.02448195,1.161551975,0.4915794
2006,ALIGARH,5940.71,0.247947867,0.16680055,0.179050367,0.000807333,0.3363309,0.25277065,22.75198518,0.42380815,0.44625065,0.030752325,1.13315705,0.56122865,3.671063575,0.2643634,0.410893175,0.0118877,0.64377155,0.4343213,12.71232255,0.42687045,0.6176978,0.0168106,1.539829475,0.6282027,7.446231825,0.3409958,0.52652055,0.017560775,0.957178625,0.53379785,16.92778123,0.31883865,0.27910075,0.0181482,0.622404,0.45903755,1.26331655,0.216929,0.21738165,0.002556425,0.446599475,0.29849365,7.73536845,0.33852845,0.432118925,0.015637675,1.00095725,0.5120385,0.07974235,0.1739707,0.16203595,0.000229225,0.3156665,0.2412448,2.30755755,0.19830805,0.263003225,0.008921525,0.427046,0.3248011,4.339343533,0.2368613,0.3274924,0.011220167,0.608283833,0.3699416,15.09262485,0.3146689,0.471329825,0.0264627,1.14690345,0.4655839
2007,ALIGARH,5547.96,0.191418267,0.1755856,0.189488933,0.000518367,0.3629414,0.26314835,12.6538318,0.402799,0.442795075,0.019189925,1.132735725,0.52915545,2.257640975,0.2247136,0.3227948,0.008700975,0.44641705,0.3818512,15.91616425,0.49548435,0.688585925,0.030521475,1.99475285,0.6875401,8.728270475,0.3998417,0.594428925,0.01842975,1.22696255,0.60404145,7.7934817,0.34468355,0.3023371,0.011550925,0.673234,0.4673691,1.549232225,0.2319693,0.2142151,0.002457675,0.441756675,0.3446517,11.0414527,0.3660109,0.49265865,0.02079845,1.2950116,0.53785305,0.002631325,0.1704635,0.17214255,0.0,0.34175105,0.2389495,1.447954025,0.1848522,0.21846955,0.00579365,0.35407215,0.3046872,2.8753087,0.2316578,0.3210271,0.0063114,0.592852967,0.355808,9.7900246,0.34122465,0.473538825,0.013941775,1.18289265,0.4926178
2008,ALIGARH,5700.87,0.576295175,0.19276875,0.19870285,0.00148805,0.392217625,0.2885639,22.20839743,0.3782072,0.438930625,0.02852955,1.163572475,0.55005715,3.4513673,0.26628755,0.37944955,0.011667325,0.557623975,0.44453345,10.76730528,0.3942174,0.560644875,0.019594125,1.286822025,0.58992165,6.0395693,0.3171895,0.44886855,0.014800725,0.79227135,0.51934705,13.287611,0.3404891,0.319588975,0.017346225,0.768139525,0.48921695,4.5713181,0.28960925,0.24770745,0.0069153,0.535962325,0.3919431,6.8802443,0.36175195,0.49290905,0.008544725,1.1514606,0.5324103,1.150065067,0.18599705,0.178725367,0.001612,0.360990167,0.27819415,4.083698133,0.2125042,0.2730232,0.010540267,0.437692067,0.352329,5.688644575,0.2386738,0.330148325,0.013923825,0.626719375,0.3666314,18.24118403,0.3148772,0.4665084,0.028241175,1.14399495,0.479098
2009,ALIGARH,5576.72,0.418764,0.1733414,0.185929533,0.001420633,0.352385767,0.2549318,10.98331685,0.3893206,0.385914825,0.015965875,0.9215726,0.52767785,3.45784035,0.2673444,0.429678625,0.01108325,0.659015325,0.42538255,12.49844608,0.43942735,0.609748325,0.022157425,1.513845375,0.6458699,8.6159479,0.36885625,0.547860825,0.0199993,1.109735025,0.57838205,3.1042178,0.2687796,0.236644575,0.005593725,0.4899525,0.3557195,0.01449295,0.19064055,0.177928425,2.1e-06,0.3454994,0.25886275,6.0223743,0.3191664,0.4056978,0.009716025,0.90124145,0.47732235,0.03212205,0.1740328,0.17333185,5.82e-05,0.3387478,0.24028645,2.74829335,0.2020412,0.266475175,0.00870895,0.440211275,0.33520125,5.047029767,0.2742367,0.380677167,0.010670767,0.754863033,0.4198664,13.28149428,0.38518225,0.50299885,0.0188414,1.310146475,0.5444207
2010,ALIGARH,5896.77,0.0005128,0.1523275,0.153037533,0.0,0.280853267,0.22750775,21.90221565,0.37461595,0.40209095,0.02358485,1.067494775,0.52026915,6.480647325,0.23820575,0.358476325,0.0112454,0.504291325,0.3858466,15.32922488,0.4572216,0.6609561,0.0244143,1.8229003,0.66761775,8.0769456,0.39992335,0.461640575,0.017991725,0.995851475,0.5883312,9.04464255,0.30964805,0.2580318,0.01148895,0.555315025,0.4363398,0.110555125,0.20574565,0.17866595,0.00015155,0.346011275,0.2919842,5.09646795,0.30398365,0.416576125,0.0063259,0.978606975,0.47893445,0.00832105,0.17730685,0.17324545,2.58e-06,0.334739275,0.23938665,7.39960695,0.20386095,0.256030375,0.010346675,0.408045375,0.33148825,11.65191827,0.2550346,0.3774068,0.02134,0.733039267,0.3873272,22.3875841,0.34994765,0.43284045,0.03256325,1.11167355,0.52526325
2011,ALIGARH,6044.74,0.812838633,0.16992675,0.196362367,0.002301567,0.384744467,0.26521245,24.95089785,0.4147978,0.420664975,0.029735225,1.138084675,0.57257535,3.239170575,0.2672026,0.4321895,0.01150005,0.671159725,0.43271885,15.5922219,0.5009874,0.683375675,0.033422675,1.992315175,0.69999915,8.818073075,0.33053345,0.4396454,0.020187775,0.84526045,0.52873415,13.95352213,0.3301841,0.3167383,0.017466325,0.76164245,0.49438515,3.091646375,0.2596659,0.2564216,0.0047255,0.55391665,0.3524969,12.88119593,0.35182325,0.540103375,0.0214076,1.4278689,0.53608325,0.0094579,0.1875649,0.18701985,0.0,0.377143525,0.26625815,2.7814985,0.20843345,0.280602625,0.009683175,0.45594425,0.3315799,5.0765775,0.268442,0.354969733,0.0136534,0.660833633,0.4051035,19.9074147,0.32615045,0.48234985,0.031314875,1.24049545,0.4839959
2012,ALIGARH,6152.88,0.4122066,0.1800849,0.19268905,0.00124395,0.375885125,0.2752856,18.34750158,0.4397456,0.42301015,0.026349,1.15908035,0.6060221,2.9425895,0.2675574,0.36700215,0.01078455,0.55370595,0.4367724,10.99536508,0.41131855,0.578559775,0.02227105,1.3758625,0.60003065,7.915102375,0.4145407,0.553011975,0.020451225,1.12697105,0.60097215,6.68145185,0.2667239,0.206915625,0.00931265,0.43066285,0.3859777,0.015417675,0.17395105,0.1799105,3.75e-07,0.3545515,0.23667585,6.525376125,0.34992435,0.44733895,0.01132085,1.056060175,0.50524495,0.008093433,0.1678843,0.179605767,0.0,0.358938967,0.23654385,2.1531437,0.2045437,0.271955967,0.008362733,0.4518956,0.3423922,4.008223525,0.2407171,0.355657925,0.009071825,0.6862239,0.37560255,16.82218765,0.38455085,0.53058495,0.02396175,1.498581775,0.55854135
2013,ALIGARH,6091.74,0.353888333,0.164498,0.1853645,0.001165767,0.3545501,0.2443327,16.46855945,0.44296895,0.450287625,0.021222725,1.26123805,0.61306715,3.848195775,0.3255906,0.4411169,0.012300775,0.715306,0.5067693,15.09408405,0.49842775,0.661704225,0.028629525,1.8607036,0.68701765,7.726008125,0.3678657,0.548442225,0.017202775,1.0875205,0.5770977,8.71795855,0.31054915,0.27138245,0.01273,0.608647675,0.43274675,2.05791105,0.22221725,0.2322998,0.003432675,0.485046075,0.31538065,9.4314391,0.35196255,0.470316175,0.0145796,1.1873169,0.54000235,0.037251875,0.1829562,0.187502825,6.25e-05,0.373156225,0.2590682,2.404288525,0.2054082,0.287008625,0.008985725,0.47037075,0.3444285,5.2784571,0.2841548,0.404419033,0.009559033,0.797730167,0.4306571,11.76204683,0.3909283,0.538531775,0.0148311,1.44474155,0.55327235
2014,ALIGARH,5977.74,0.8279792,0.1819443,0.200815567,0.002386367,0.388347167,0.27442475,8.370085125,0.4420424,0.455253925,0.011505075,1.2242096,0.58496865,2.878647975,0.26125545,0.329585425,0.00917175,0.473750075,0.41640955,14.78190855,0.49487755,0.6735616,0.0311713,1.894639725,0.69301065,8.474824675,0.45444245,0.465026,0.02120075,0.974150225,0.6340515,4.730876375,0.2485084,0.20968895,0.00751305,0.443040575,0.3666358,0.210833675,0.19634335,0.197841625,0.0003246,0.391215125,0.2634698,11.45909875,0.39214825,0.506922975,0.021178175,1.29553475,0.54905275,0.204953075,0.18376945,0.19347465,0.000544675,0.387776425,0.26110025,1.57066625,0.17872165,0.227394225,0.006375625,0.369851825,0.2985798,4.467539533,0.2905793,0.3882007,0.008464833,0.767275567,0.4269733,10.6804225,0.39797165,0.554516575,0.010044925,1.538894875,0.54968485
2015,ALIGARH,6162.93,1.126793367,0.169508,0.1896582,0.0033823,0.367164367,0.26753735,11.58179118,0.47411395,0.5043807,0.01174495,1.41256435,0.63670545,3.303353875,0.2947761,0.439885325,0.01080915,0.71557745,0.4592709,17.12762855,0.5300028,0.6965057,0.0278405,2.0865491,0.70318715,9.01328265,0.46135365,0.449502425,0.020891775,1.0075222,0.6410471,7.390399275,0.29784795,0.266313425,0.0114559,0.58576295,0.4187454,0.2688352,0.2199059,0.241682175,0.00029365,0.51385525,0.30670485,10.4410568,0.3894642,0.47699085,0.020024475,1.197990775,0.5633774,0.014630125,0.19117545,0.1960695,3.98e-06,0.3970406,0.26718575,1.855754725,0.18233125,0.24598935,0.006711275,0.3860599,0.30635455,2.876198533,0.2466447,0.341475767,0.0054125,0.650368567,0.3804507,4.773217,0.35472965,0.529642275,0.00428865,1.41824555,0.5128873
2016,ALIGARH,6716.21,0.135098425,0.15907825,0.174458325,0.000371625,0.3299884,0.24341955,18.61486058,0.45219555,0.4425188,0.028560125,1.2175188,0.63408885,3.92667835,0.31300515,0.445328025,0.01230485,0.71488885,0.4878833,12.4745461,0.4513217,0.6364163,0.01918565,1.696506567,0.6337246,10.93540948,0.4387316,0.53541695,0.020635675,1.20001695,0.62506135,8.139273825,0.31714605,0.3035438,0.01124425,0.69396245,0.4619088,0.68287995,0.26823645,0.281061025,0.00075655,0.60938295,0.36018285,5.9755175,0.3009939,0.408390375,0.009634425,0.923921125,0.4523233,0.0820617,0.21063575,0.2031054,0.000151933,0.4134702,0.2920379,1.792489133,0.1947592,0.256075233,0.007116633,0.407733333,0.3351323,3.138545625,0.21775005,0.3309117,0.006340725,0.618709325,0.3528515,14.80393643,0.3758124,0.55628695,0.0206075,1.537512025,0.52472835
2017,ALIGARH,7437.54,0.137173633,0.1691984,0.1987018,0.0003642,0.378866233,0.2545664,19.08657458,0.4815028,0.501245125,0.025308125,1.475046675,0.6434558,4.6430349,0.3364355,0.482780075,0.01337545,0.8108916,0.52275625,16.68426985,0.5002897,0.685434775,0.027278075,2.051519975,0.69401265,11.09270973,0.4808111,0.677238575,0.0231981,1.755293825,0.67579335,11.74463125,0.3155215,0.27610175,0.017757525,0.6109892,0.42356375,2.28546745,0.2602943,0.2791935,0.003735375,0.604462425,0.35498945,7.223526675,0.30883215,0.45405225,0.01338735,1.0882416,0.4739351,0.049843025,0.2177114,0.2277019,7.73e-06,0.474119125,0.29995085,1.8330086,0.17757385,0.236886775,0.00776995,0.36565665,0.30576135,3.3596742,0.1980577,0.3178263,0.007832533,0.582056067,0.3191902,13.40893898,0.33898025,0.53589205,0.017970975,1.441876875,0.51756695
